episodeID,colorID
EID1,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID2,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID3,"[COL18, COL1, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID4,"[COL13, COL15, COL16]"
EID5,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID6,"[COL1, COL13, COL15, COL16]"
EID7,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID8,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID9,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID10,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID11,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID12,"[COL18, COL13, COL15, COL16]"
EID13,"[COL18, COL2, COL4, COL12, COL13, COL14, COL15, COL16]"
EID14,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID15,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID16,"[COL18, COL1, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID17,"[COL13, COL15, COL16]"
EID18,"[COL18, COL2, COL3, COL4, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID19,"[COL18, COL2, COL3, COL4, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID20,"[COL18, COL2, COL3, COL4, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID21,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID22,"[COL18, COL1, COL2, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID23,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID24,"[COL18, COL1, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID25,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID26,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID27,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID28,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID29,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID30,"[COL18, COL2, COL4, COL8, COL12, COL15, COL16]"
EID31,"[COL18, COL3, COL4, COL14, COL15, COL16, COL17]"
EID32,"[COL18, COL2, COL3, COL4, COL10, COL13, COL14, COL15, COL16, COL17]"
EID33,"[COL18, COL3, COL4, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID34,"[COL18, COL1, COL3, COL4, COL12, COL14, COL15, COL16, COL17]"
EID35,"[COL18, COL2, COL3, COL4, COL11, COL13, COL14, COL15, COL16, COL17]"
EID36,"[COL18, COL1, COL2, COL3, COL4, COL7, COL16, COL17]"
EID37,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID38,"[COL18, COL2, COL3, COL4, COL11, COL13, COL14, COL15, COL16, COL17]"
EID39,"[COL18, COL4, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID40,"[COL18, COL11, COL15, COL16]"
EID41,"[COL18, COL2, COL3, COL4, COL7, COL11, COL14, COL15, COL16, COL17]"
EID42,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID43,"[COL1, COL2, COL3, COL4, COL10, COL13, COL15]"
EID44,"[COL18, COL1, COL2, COL3, COL4, COL11, COL12, COL13, COL15, COL16]"
EID45,"[COL18, COL2, COL3, COL4, COL7, COL11, COL13, COL14, COL15, COL16, COL17]"
EID46,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID47,"[COL18, COL2, COL3, COL4, COL7, COL13, COL14, COL15, COL16, COL17]"
EID48,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID49,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID50,"[COL18, COL2, COL3, COL4, COL7, COL8, COL13, COL14, COL15, COL16]"
EID51,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID52,"[COL18, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID53,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID54,"[COL18, COL1, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID55,"[COL18, COL8, COL11, COL12, COL15]"
EID56,"[COL18, COL3, COL7, COL11, COL14, COL15, COL16]"
EID57,"[COL18, COL2, COL3, COL4, COL7, COL11, COL14, COL15, COL16, COL17]"
EID58,"[COL18, COL7, COL8, COL13, COL15, COL16]"
EID59,"[COL18, COL2, COL3, COL4, COL7, COL11, COL14, COL15, COL16, COL17]"
EID60,"[COL18, COL3, COL4, COL7, COL11, COL14, COL15, COL16, COL17]"
EID61,"[COL18, COL4, COL9, COL11, COL12, COL15]"
EID62,"[COL18, COL1, COL2, COL3, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID63,"[COL18, COL3, COL4, COL7, COL13, COL14, COL15, COL16]"
EID64,"[COL2, COL3, COL7, COL13, COL15]"
EID65,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID66,"[COL18, COL1, COL2, COL3, COL4, COL7, COL11, COL13, COL14, COL15, COL16, COL17]"
EID67,"[COL18, COL2, COL3, COL4, COL7, COL11, COL13, COL14, COL15, COL16, COL17]"
EID68,"[COL18, COL2, COL3, COL4, COL7, COL11, COL14, COL15, COL16, COL17]"
EID69,"[COL18, COL2, COL3, COL4, COL7, COL11, COL13, COL14, COL15, COL16, COL17]"
EID70,"[COL18, COL1, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID71,"[COL18, COL3, COL4, COL11, COL12, COL15, COL16, COL17]"
EID72,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID73,"[COL18, COL2, COL4, COL7, COL13, COL15, COL16]"
EID74,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID75,"[COL18, COL2, COL3, COL4, COL7, COL13, COL14, COL15, COL16, COL17]"
EID76,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID77,"[COL18, COL1, COL2, COL3, COL4, COL7, COL11, COL14, COL15, COL16, COL17]"
EID78,"[COL18, COL2, COL3, COL4, COL7, COL11, COL12, COL14, COL15, COL16, COL17]"
EID79,"[COL2, COL5, COL13, COL15, COL16, COL17]"
EID80,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL14, COL15, COL16, COL17]"
EID81,"[COL18, COL2, COL4, COL7, COL10, COL14, COL15]"
EID82,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL14, COL15, COL16, COL17]"
EID83,"[COL18, COL2, COL4, COL5, COL7, COL11, COL15, COL17]"
EID84,"[COL18, COL2, COL5, COL7, COL10, COL11, COL12, COL14, COL15, COL16, COL17]"
EID85,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID86,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID87,"[COL18, COL2, COL4, COL7, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID88,"[COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID89,"[COL18, COL10, COL15]"
EID90,"[COL2, COL4, COL5, COL10, COL11, COL14, COL15, COL16, COL17]"
EID91,"[COL18, COL2, COL4, COL5, COL7, COL8, COL11, COL14, COL15, COL16, COL17]"
EID92,"[COL18, COL2, COL4, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID93,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL14, COL15, COL16, COL17]"
EID94,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID95,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID96,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID97,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID98,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID99,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID100,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID101,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL15, COL16, COL17]"
EID102,"[COL18, COL2, COL4, COL7, COL11, COL13, COL14, COL15, COL16, COL17]"
EID103,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID104,"[COL18, COL1, COL2, COL5, COL10, COL11, COL12, COL15, COL16]"
EID105,"[COL18, COL2, COL5, COL10, COL11, COL13, COL15, COL16, COL17]"
EID106,"[COL18, COL2, COL4, COL5, COL9, COL10, COL11, COL13, COL15, COL16, COL17]"
EID107,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID108,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID109,"[COL18, COL2, COL5, COL10, COL11, COL15, COL16]"
EID110,"[COL18, COL1, COL2, COL4, COL5, COL10, COL11, COL13, COL15, COL16, COL17]"
EID111,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID112,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID113,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID114,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID115,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID116,"[COL18, COL2, COL4, COL5, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID117,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID118,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID119,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID120,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID121,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID122,"[COL18, COL1, COL2, COL4, COL5, COL10, COL11, COL12, COL13, COL15, COL16, COL17]"
EID123,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID124,"[COL18, COL2, COL5, COL10, COL11, COL15, COL16]"
EID125,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID126,"[COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID127,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL15, COL16, COL17]"
EID128,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID129,"[COL18, COL2, COL4, COL5, COL10, COL11, COL13, COL15, COL16]"
EID130,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID131,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID132,"[COL18, COL2, COL5, COL10, COL13, COL15, COL16]"
EID133,"[COL18, COL4, COL5, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID134,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID135,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID136,"[COL2, COL5, COL10, COL13, COL15, COL16]"
EID137,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID138,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID139,"[COL18, COL5, COL10, COL11, COL15, COL16]"
EID140,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16]"
EID141,"[COL4, COL5, COL7, COL9, COL13, COL15, COL16, COL17]"
EID142,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID143,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID144,"[COL4, COL5, COL7, COL10, COL15, COL16, COL17]"
EID145,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID146,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID147,"[COL18, COL2, COL4, COL5, COL7, COL8, COL10, COL12, COL13, COL14, COL15, COL16, COL17]"
EID148,"[COL1, COL2, COL4, COL5, COL10, COL11, COL12, COL15, COL16]"
EID149,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID150,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID151,"[COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID152,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL15, COL16, COL17]"
EID153,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID154,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID155,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID156,"[COL18, COL2, COL10, COL11, COL13, COL15, COL16]"
EID157,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID158,"[COL5, COL10, COL13, COL15, COL16]"
EID159,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID160,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID161,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID162,"[COL1, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID163,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID164,"[COL18, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID165,"[COL1, COL4, COL5, COL10, COL13, COL14, COL15, COL16, COL17]"
EID166,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID167,"[COL18, COL2, COL4, COL5, COL10, COL11, COL13, COL15, COL16, COL17]"
EID168,"[COL18, COL4, COL5, COL10, COL11, COL12, COL15, COL16]"
EID169,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID170,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID171,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID172,"[COL18, COL1, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID173,"[COL18, COL5, COL10, COL11, COL15, COL16, COL17]"
EID174,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID175,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID176,"[COL18, COL2, COL4, COL5, COL7, COL8, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID177,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL15, COL16, COL17]"
EID178,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID179,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID180,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID181,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID182,"[COL18, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID183,"[COL18, COL2, COL4, COL5, COL10, COL11, COL13, COL15, COL16, COL17]"
EID184,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID185,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID186,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID187,"[COL18, COL1, COL5, COL10, COL11, COL13, COL15, COL16]"
EID188,"[COL18, COL2, COL4, COL5, COL9, COL10, COL11, COL12, COL13, COL15, COL16, COL17]"
EID189,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID190,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID191,"[COL18, COL1, COL4, COL5, COL10, COL11, COL13, COL15, COL16]"
EID192,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID193,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID194,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID195,"[COL18, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID196,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID197,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID198,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL15, COL16, COL17]"
EID199,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID200,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID201,[COL16]
EID202,"[COL18, COL2, COL4, COL5, COL10, COL11, COL14, COL15, COL16, COL17]"
EID203,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID204,"[COL18, COL5, COL10, COL11, COL15, COL16, COL17]"
EID205,"[COL18, COL2, COL4, COL7, COL10, COL11, COL14, COL15, COL16]"
EID206,"[COL18, COL1, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID207,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
