episodeID,colorID
EID208,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID209,"[COL18, COL2, COL4, COL5, COL10, COL11, COL15, COL16, COL17]"
EID210,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID211,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID212,"[COL18, COL2, COL4, COL5, COL10, COL11, COL15, COL16, COL17]"
EID213,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID214,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID215,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID216,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID217,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID218,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID219,"[COL18, COL1, COL2, COL4, COL5, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID220,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID221,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID222,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID223,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID224,"[COL18, COL1, COL4, COL5, COL9, COL10, COL11, COL13, COL15, COL16]"
EID225,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID226,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID227,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID228,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID229,"[COL18, COL2, COL5, COL10, COL11, COL13, COL15, COL16]"
EID230,"[COL18, COL1, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID231,"[COL18, COL2, COL4, COL5, COL7, COL8, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID232,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID233,"[COL18, COL2, COL4, COL5, COL10, COL11, COL14, COL15, COL16, COL17]"
EID234,"[COL18, COL2, COL4, COL5, COL7, COL8, COL10, COL11, COL14, COL15, COL16, COL17]"
EID235,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID236,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID237,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID238,"[COL18, COL5, COL10, COL13, COL15, COL16, COL17]"
EID239,"[COL18, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID240,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID241,"[COL18, COL2, COL4, COL5, COL10, COL11, COL13, COL15, COL16, COL17]"
EID242,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID243,"[COL18, COL2, COL4, COL5, COL9, COL10, COL11, COL15, COL16, COL17]"
EID244,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID245,"[COL18, COL2, COL4, COL5, COL10, COL11, COL15, COL16, COL17]"
EID246,"[COL18, COL1, COL4, COL5, COL9, COL10, COL11, COL13, COL15, COL16]"
EID247,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID248,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID249,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID250,"[COL18, COL2, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID251,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID252,"[COL18, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID253,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID254,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID255,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID256,"[COL18, COL5, COL10, COL11, COL13, COL15]"
EID257,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID258,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID259,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID260,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID261,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID262,"[COL18, COL4, COL5, COL7, COL9, COL10, COL11, COL15, COL16, COL17]"
EID263,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID264,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID265,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID266,"[COL18, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID267,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID268,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL14, COL15, COL16, COL17]"
EID269,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID270,"[COL10, COL13, COL15]"
EID271,"[COL18, COL2, COL4, COL7, COL10, COL11, COL14, COL15, COL17]"
EID272,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID273,"[COL18, COL4, COL5, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID274,"[COL18, COL2, COL4, COL5, COL6, COL10, COL13, COL14, COL15, COL16, COL17]"
EID275,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID276,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID277,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID278,"[COL18, COL4, COL5, COL7, COL10, COL11, COL15, COL16, COL17]"
EID279,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID280,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID281,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID282,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID283,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID284,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID285,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID286,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID287,"[COL18, COL4, COL10, COL11, COL13, COL14, COL15, COL16]"
EID288,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID289,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID290,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL15, COL16, COL17]"
EID291,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID292,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID293,"[COL18, COL2, COL4, COL5, COL10, COL13, COL15, COL16, COL17]"
EID294,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID295,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID296,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID297,"[COL2, COL5, COL10, COL11, COL12, COL13, COL15, COL16, COL17]"
EID298,"[COL18, COL4, COL5, COL10, COL11, COL15, COL16, COL17]"
EID299,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID300,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID301,"[COL18, COL1, COL2, COL5, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID302,"[COL18, COL10, COL11, COL13, COL14, COL15]"
EID303,"[COL18, COL1, COL2, COL4, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL17]"
EID304,"[COL18, COL1, COL2, COL4, COL7, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL17]"
EID305,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID306,"[COL18, COL1, COL2, COL4, COL7, COL10, COL11, COL13, COL14, COL15, COL17]"
EID307,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID308,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID309,"[COL18, COL4, COL10, COL11, COL12, COL14, COL15, COL17]"
EID310,"[COL18, COL10, COL11, COL13, COL15]"
EID311,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID312,"[COL18, COL1, COL9, COL10, COL11, COL13, COL14, COL15]"
EID313,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID314,"[COL18, COL1, COL7, COL14, COL15, COL17]"
EID315,"[COL18, COL1, COL4, COL5, COL10, COL13, COL15, COL16, COL17]"
EID316,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID317,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID318,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID319,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID320,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID321,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID322,"[COL18, COL4, COL5, COL10, COL13, COL14, COL15, COL16]"
EID323,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID324,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID325,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID326,"[COL18, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID327,"[COL18, COL2, COL4, COL7, COL10, COL13, COL14, COL15, COL17]"
EID328,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID329,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID330,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID331,"[COL18, COL5, COL10, COL13, COL15, COL16]"
EID332,"[COL1, COL7, COL11, COL13, COL15]"
EID333,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID334,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID335,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID336,"[COL18, COL1, COL2, COL4, COL5, COL10, COL11, COL12, COL15, COL16]"
EID337,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID338,"[COL1, COL4, COL9, COL10, COL13, COL14, COL15]"
EID339,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL15, COL16]"
EID340,"[COL18, COL2, COL4, COL5, COL7, COL8, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID341,"[COL18, COL4, COL7, COL10, COL14, COL15]"
EID342,"[COL18, COL2, COL4, COL5, COL7, COL8, COL9, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID343,"[COL18, COL5, COL9, COL10, COL13, COL15, COL16]"
EID344,"[COL18, COL2, COL4, COL7, COL10, COL14, COL15, COL17]"
EID345,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID346,"[COL18, COL4, COL5, COL10, COL13, COL15, COL16]"
EID347,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL15, COL16, COL17]"
EID348,"[COL18, COL1, COL9, COL10, COL15, COL16, COL17]"
EID349,"[COL18, COL5, COL8, COL9, COL10, COL11, COL13, COL15, COL16]"
EID350,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID351,"[COL18, COL2, COL4, COL7, COL10, COL11, COL14, COL15, COL17]"
EID352,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID353,"[COL18, COL2, COL4, COL10, COL11, COL13, COL14, COL15, COL17]"
EID354,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID355,"[COL18, COL1, COL7, COL9, COL11, COL13, COL14, COL15]"
EID356,"[COL18, COL2, COL4, COL7, COL9, COL10, COL11, COL14, COL15, COL17]"
EID357,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID358,"[COL18, COL2, COL4, COL7, COL10, COL11, COL14, COL15, COL17]"
EID359,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID360,"[COL10, COL11, COL13, COL15]"
EID361,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID362,"[COL18, COL1, COL2, COL4, COL7, COL10, COL11, COL12, COL14, COL15, COL17]"
EID363,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID364,"[COL18, COL2, COL4, COL10, COL11, COL14, COL15, COL17]"
EID365,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID366,"[COL18, COL2, COL4, COL5, COL7, COL10, COL14, COL15, COL16, COL17]"
EID367,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID368,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID369,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID370,"[COL18, COL4, COL10, COL11, COL12, COL13, COL14, COL15, COL16]"
EID371,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL14, COL15, COL16, COL17]"
EID372,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID373,"[COL18, COL2, COL5, COL10, COL11, COL14, COL15, COL16, COL17]"
EID374,"[COL18, COL1, COL2, COL10, COL13, COL14]"
EID375,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID376,"[COL18, COL5, COL9, COL10, COL11, COL12, COL13, COL15, COL16]"
EID377,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID378,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID379,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL13, COL14, COL15, COL16, COL17]"
EID380,"[COL18, COL2, COL5, COL7, COL10, COL11, COL13, COL15, COL16, COL17]"
EID381,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL13, COL14, COL15, COL16, COL17]"
EID382,"[COL18, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID383,"[COL18, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID384,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID385,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID386,"[COL18, COL2, COL4, COL5, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID387,"[COL18, COL1, COL4, COL5, COL7, COL9, COL10, COL11, COL13, COL14, COL15, COL16]"
EID388,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID389,"[COL18, COL2, COL4, COL5, COL7, COL10, COL14, COL15, COL16, COL17]"
EID390,"[COL18, COL1, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID391,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID392,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID393,"[COL18, COL2, COL4, COL5, COL7, COL8, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID394,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
EID395,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID396,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID397,"[COL18, COL2, COL4, COL5, COL7, COL10, COL13, COL14, COL15, COL16, COL17]"
EID398,"[COL18, COL1, COL5, COL9, COL10, COL11, COL14, COL15, COL16, COL17]"
EID399,"[COL18, COL2, COL4, COL5, COL7, COL8, COL10, COL11, COL12, COL13, COL14, COL15, COL16, COL17]"
EID400,"[COL18, COL1, COL2, COL4, COL5, COL7, COL9, COL10, COL11, COL12, COL15, COL16, COL17]"
EID401,"[COL18, COL2, COL4, COL5, COL7, COL10, COL11, COL13, COL14, COL15, COL16, COL17]"
EID402,"[COL18, COL5, COL10, COL11, COL13, COL15, COL16]"
EID403,"[COL18, COL1, COL2, COL4, COL5, COL7, COL10, COL11, COL14, COL15, COL16, COL17]"
