episodeID, SubjectID
EID194,"[SUB14,SUB15,SUB16,SUB17,SUB26,SUB33,SUB38,SUB53,SUB59,SUB60]"
EID195,"[SUB9,SUB17,SUB28,SUB44,SUB56,SUB59,SUB60]"
EID196,"[SUB9,SUB14,SUB15,SUB17,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID197,"[SUB8,SUB14,SUB15,SUB16,SUB26,SUB52,SUB59,SUB60,SUB66]"
EID198,"[SUB8,SUB14,SUB15,SUB16,SUB20,SUB27,SUB33,SUB38,SUB39,SUB53,SUB59,SUB60]"
EID199,"[SUB29,SUB46]"
EID200,"[SUB15,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID201,"[SUB4,SUB14,SUB41,SUB43,SUB63]"
EID202,"[SUB3,SUB15,SUB22,SUB27,SUB42,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID203,"[SUB14,SUB17,SUB29,SUB32,SUB33,SUB55,SUB59,SUB60]"
EID204,"[SUB8,SUB17,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID205,"[SUB14,SUB16,SUB25,SUB28,SUB33,SUB38,SUB53]"
EID206,"[SUB17,SUB27,SUB42,SUB49,SUB50,SUB59,SUB60]"
EID207,"[SUB15,SUB26,SUB27,SUB42,SUB49,SUB59,SUB60]"
EID208,"[SUB9,SUB17,SUB22,SUB28,SUB44,SUB56,SUB59]"
EID209,"[SUB17,SUB28,SUB33,SUB38,SUB39,SUB59,SUB60]"
EID210,"[SUB4,SUB14,SUB16,SUB41,SUB50,SUB57,SUB63]"
EID211,"[SUB9,SUB17,SUB25,SUB27,SUB33,SUB42,SUB56,SUB59]"
EID212,"[SUB14,SUB15,SUB17,SUB49,SUB52,SUB59,SUB60,SUB66]"
EID213,"[SUB15,SUB38,SUB39,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID214,"[SUB1,SUB6,SUB7,SUB17,SUB27,SUB33,SUB56,SUB59,SUB60]"
EID215,"[SUB15,SUB17,SUB25,SUB28,SUB29,SUB32,SUB33,SUB55,SUB59,SUB60]"
EID216,"[SUB17,SUB36,SUB49,SUB50,SUB56,SUB59,SUB62]"
EID217,"[SUB17,SUB26,SUB44,SUB59,SUB60]"
EID218,"[SUB15,SUB28,SUB38,SUB49,SUB53,SUB59,SUB60]"
EID219,"[SUB16,SUB25,SUB28,SUB29,SUB32,SUB33,SUB38,SUB53,SUB59,SUB60]"
EID220,"[SUB8,SUB14,SUB15,SUB16,SUB27,SUB31,SUB33,SUB38,SUB39,SUB59,SUB60]"
EID221,"[SUB8,SUB14,SUB16,SUB17,SUB28,SUB49,SUB59,SUB60]"
EID222,"[SUB9,SUB14,SUB15,SUB38,SUB39,SUB49,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID223,"[SUB17,SUB28,SUB49,SUB59,SUB60,SUB62]"
EID224,"[SUB17,SUB28,SUB33,SUB59,SUB60]"
EID225,"[SUB8,SUB15,SUB33,SUB38,SUB39,SUB53,SUB59,SUB60]"
EID226,"[SUB17,SUB26,SUB28,SUB49,SUB59,SUB60]"
EID227,"[SUB14,SUB16,SUB17,SUB27,SUB30,SUB33,SUB52,SUB59,SUB60,SUB66]"
EID228,"[SUB4,SUB12,SUB14,SUB41,SUB63]"
EID229,"[SUB8,SUB17,SUB27,SUB49,SUB59,SUB60]"
EID230,"[SUB17,SUB44,SUB59,SUB60]"
EID231,"[SUB10,SUB12,SUB14,SUB38,SUB39,SUB44]"
EID232,"[SUB17,SUB49,SUB50,SUB57,SUB59,SUB60,SUB62]"
EID233,"[SUB17,SUB49,SUB52,SUB59,SUB60,SUB66]"
EID234,"[SUB14,SUB16,SUB17,SUB28,SUB33,SUB38,SUB59,SUB60]"
EID235,"[SUB17,SUB27,SUB42,SUB49,SUB57,SUB59,SUB60]"
EID236,"[SUB9,SUB15,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID237,"[SUB8,SUB15,SUB28,SUB33,SUB38,SUB39,SUB59,SUB60]"
EID238,"[SUB17,SUB28,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID239,"[SUB6,SUB15,SUB22,SUB27,SUB42,SUB49,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID240,"[SUB8,SUB15,SUB17,SUB28,SUB38,SUB49,SUB59,SUB60,SUB62]"
EID241,"[SUB4,SUB14,SUB16,SUB41,SUB50,SUB57,SUB63]"
EID242,"[SUB17,SUB44,SUB59,SUB60]"
EID243,"[SUB14,SUB16,SUB17,SUB33,SUB50,SUB52,SUB59,SUB60,SUB66]"
EID244,"[SUB3,SUB15,SUB17,SUB22,SUB37,SUB40,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID245,"[SUB8,SUB14,SUB15,SUB16,SUB28,SUB38,SUB39,SUB49,SUB53,SUB59,SUB60,SUB62]"
EID246,"[SUB14,SUB15,SUB16,SUB17,SUB33,SUB38,SUB53,SUB59,SUB60]"
EID247,"[SUB3,SUB15,SUB22,SUB28,SUB44,SUB56,SUB57,SUB59,SUB60]"
EID248,"[SUB15,SUB17,SUB38,SUB39,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID249,"[SUB17,SUB26,SUB27,SUB42,SUB49,SUB50,SUB59,SUB60]"
EID250,"[SUB14,SUB15,SUB16,SUB33,SUB38,SUB39,SUB50,SUB53,SUB59,SUB60]"
EID251,"[SUB4,SUB13,SUB14,SUB41,SUB50,SUB63]"
EID252,"[SUB12,SUB14,SUB15,SUB38,SUB39,SUB49,SUB53,SUB59,SUB60]"
EID253,"[SUB17,SUB28,SUB49,SUB59]"
EID254,"[SUB14,SUB15,SUB16,SUB38,SUB49,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID255,"[SUB6,SUB8,SUB9,SUB15,SUB17,SUB44,SUB56,SUB59,SUB60]"
EID256,"[SUB17,SUB38,SUB39,SUB49,SUB53,SUB59,SUB60]"
EID257,"[SUB9,SUB15,SUB17,SUB44,SUB49,SUB57,SUB59,SUB60]"
EID258,"[SUB8,SUB15,SUB26,SUB33,SUB38,SUB39,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID259,"[SUB15,SUB33,SUB38,SUB39,SUB53,SUB59,SUB60]"
EID260,"[SUB15,SUB17,SUB26,SUB49,SUB57,SUB59,SUB60]"
EID261,"[SUB14,SUB15,SUB38,SUB39,SUB49,SUB50,SUB53,SUB59,SUB60,SUB62]"
EID262,"[SUB17,SUB25,SUB49,SUB59,SUB60,SUB62]"
EID263,"[SUB9,SUB17,SUB27,SUB42,SUB44,SUB56,SUB59,SUB60]"
EID264,"[SUB15,SUB33,SUB38,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID265,"[SUB9,SUB15,SUB33,SUB50,SUB56,SUB59,SUB60]"
EID266,"[SUB4,SUB13,SUB14,SUB16,SUB17,SUB41,SUB50,SUB57,SUB59,SUB63]"
EID267,"[SUB8,SUB15,SUB59,SUB60]"
EID268,"[SUB14,SUB15,SUB16,SUB38,SUB39,SUB49,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID269,"[SUB10,SUB14,SUB27,SUB38,SUB42,SUB44]"
EID270,"[SUB15,SUB28,SUB33,SUB38,SUB53,SUB59,SUB60]"
EID271,"[SUB4,SUB24,SUB41,SUB43,SUB63]"
EID272,"[SUB8,SUB14,SUB16,SUB17,SUB25,SUB49,SUB59,SUB60]"
EID273,"[SUB8,SUB15,SUB38,SUB39,SUB49,SUB53,SUB59,SUB60,SUB62]"
EID274,"[SUB15,SUB25,SUB49,SUB50,SUB59,SUB60]"
EID275,"[SUB14,SUB17,SUB27,SUB28,SUB32,SUB42,SUB49,SUB59,SUB60]"
EID276,"[SUB3,SUB17,SUB52,SUB56,SUB59,SUB66]"
EID277,"[SUB8,SUB17,SUB28,SUB49,SUB59,SUB60,SUB62]"
EID278,"[SUB15,SUB27,SUB38,SUB39,SUB47,SUB49,SUB53,SUB59,SUB60]"
EID279,"[SUB9,SUB13,SUB17,SUB28,SUB49,SUB59,SUB60,SUB62]"
EID280,"[SUB9,SUB15,SUB27,SUB33,SUB38,SUB39,SUB42,SUB44,SUB53,SUB56,SUB59,SUB60]"
EID281,"[SUB14,SUB15,SUB16,SUB38,SUB39,SUB52,SUB59,SUB60,SUB66]"
EID282,"[SUB4,SUB14,SUB27,SUB41,SUB42,SUB57,SUB63]"
EID283,"[SUB15,SUB49,SUB50,SUB59,SUB60]"
EID284,"[SUB15,SUB28,SUB49,SUB59,SUB60]"
EID285,"[SUB9,SUB15,SUB17,SUB22,SUB32,SUB52,SUB59,SUB60,SUB66]"
EID286,"[SUB8,SUB17,SUB28,SUB44,SUB59,SUB60]"
EID287,"[SUB14,SUB15,SUB16,SUB28,SUB33,SUB38,SUB39,SUB59]"
EID288,"[SUB14,SUB17,SUB27,SUB42,SUB49,SUB52,SUB57,SUB59,SUB60]"
EID289,"[SUB8,SUB15,SUB17,SUB32,SUB33,SUB50,SUB59,SUB60]"
EID290,"[SUB17,SUB28,SUB49,SUB59,SUB60,SUB62]"
EID291,"[SUB8,SUB15,SUB17,SUB33,SUB44,SUB59,SUB60]"
EID292,"[SUB15,SUB28,SUB38,SUB49,SUB50,SUB53,SUB59,SUB62]"
EID293,"[SUB8,SUB9,SUB17,SUB27,SUB28,SUB42,SUB49,SUB56,SUB59,SUB60]"
EID294,"[SUB15,SUB17,SUB28,SUB38,SUB49,SUB59,SUB60,SUB62]"
EID295,"[SUB9,SUB15,SUB17,SUB33,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID296,"[SUB4,SUB13,SUB14,SUB41,SUB50,SUB57,SUB63]"
EID297,"[SUB8,SUB17,SUB27,SUB33,SUB38,SUB39,SUB42,SUB52,SUB53,SUB59,SUB66]"
EID298,"[SUB8,SUB15,SUB38,SUB49,SUB53,SUB59,SUB60]"
EID299,"[SUB17,SUB33,SUB59,SUB60]"
EID300,"[SUB9,SUB17,SUB38,SUB52,SUB53,SUB56,SUB59,SUB60,SUB66]"
EID301,"[SUB9,SUB15,SUB17,SUB27,SUB28,SUB42,SUB56,SUB59,SUB60]"
EID302,"[SUB14,SUB15,SUB17,SUB28,SUB38,SUB49,SUB50,SUB53,SUB59,SUB60]"
EID303,"[SUB14,SUB15,SUB33,SUB38,SUB39,SUB50,SUB59,SUB60]"
EID304,"[SUB8,SUB17,SUB44,SUB59,SUB60]"
EID305,"[SUB13,SUB17,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID306,"[SUB15,SUB17,SUB27,SUB29,SUB33,SUB42,SUB52,SUB55,SUB59,SUB60,SUB66]"
EID307,"[SUB4,SUB5,SUB14,SUB27,SUB28,SUB32,SUB41,SUB42,SUB57,SUB63]"
EID308,"[SUB8,SUB15,SUB33,SUB38,SUB39,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID309,"[SUB6,SUB15,SUB17,SUB28,SUB49,SUB50,SUB56,SUB59,SUB60]"
EID310,"[SUB9,SUB14,SUB15,SUB17,SUB22,SUB52,SUB59,SUB60,SUB66]"
EID311,"[SUB8,SUB15,SUB33,SUB38,SUB53,SUB59,SUB60]"
EID312,"[SUB17,SUB27,SUB42,SUB49,SUB59,SUB60,SUB62]"
EID313,"[SUB15,SUB33,SUB38,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID314,"[SUB17,SUB33,SUB49,SUB59,SUB60,SUB62]"
EID315,"[SUB8,SUB14,SUB15,SUB29,SUB33,SUB38,SUB39,SUB53,SUB55,SUB59,SUB60]"
EID316,"[SUB8,SUB15,SUB26,SUB50,SUB59,SUB60,SUB62]"
EID317,"[SUB17,SUB22,SUB33,SUB59,SUB60]"
EID318,"[SUB17,SUB33,SUB59]"
EID319,"[SUB14,SUB15,SUB16,SUB17,SUB28,SUB49,SUB50,SUB59,SUB60]"
EID320,"[SUB14,SUB27,SUB41,SUB42,SUB43,SUB63]"
EID321,"[SUB9,SUB15,SUB33,SUB56,SUB57,SUB59,SUB60]"
EID322,"[SUB10,SUB12,SUB14,SUB38,SUB44]"
EID323,"[SUB8,SUB17,SUB22,SUB52,SUB59,SUB66]"
EID324,"[SUB8,SUB15,SUB26,SUB28,SUB49,SUB59,SUB60]"
EID325,"[SUB9,SUB17,SUB22,SUB28,SUB44,SUB56,SUB59,SUB60]"
EID326,"[SUB14,SUB15,SUB28,SUB38,SUB52,SUB53,SUB59,SUB60,SUB66]"
EID327,"[SUB8,SUB17,SUB28,SUB33,SUB38,SUB44,SUB53,SUB57,SUB59,SUB60]"
EID328,"[SUB8,SUB15,SUB17,SUB25,SUB28,SUB49,SUB59,SUB60]"
EID329,"[SUB9,SUB14,SUB15,SUB33,SUB38,SUB39,SUB52,SUB53,SUB56,SUB59,SUB60,SUB66]"
EID330,"[SUB17,SUB33,SUB52,SUB59,SUB60,SUB66]"
EID331,"[SUB15,SUB17,SUB27,SUB28,SUB33,SUB38,SUB42,SUB59,SUB60]"
EID332,"[SUB17,SUB49,SUB50,SUB59,SUB60]"
EID333,"[SUB4,SUB14,SUB16,SUB32,SUB41,SUB50,SUB63]"
EID334,"[SUB14,SUB15,SUB33,SUB38,SUB59,SUB60]"
EID335,"[SUB15,SUB40,SUB49,SUB59,SUB60,SUB62]"
EID336,"[SUB15,SUB17,SUB26,SUB27,SUB33,SUB42,SUB57,SUB59,SUB60]"
EID337,"[SUB15,SUB33,SUB38,SUB39,SUB50,SUB53,SUB59,SUB60]"
EID338,"[SUB17,SUB52,SUB57,SUB59,SUB60,SUB66]"
EID339,"[SUB8,SUB14,SUB15,SUB28,SUB38,SUB39,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID340,"[SUB15,SUB21,SUB22,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID341,"[SUB9,SUB15,SUB17,SUB25,SUB27,SUB33,SUB42,SUB56,SUB59,SUB60]"
EID342,"[SUB9,SUB14,SUB15,SUB16,SUB38,SUB39,SUB44,SUB56,SUB59,SUB60]"
EID343,"[SUB9,SUB15,SUB17,SUB22,SUB26,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID344,"[SUB4,SUB14,SUB27,SUB32,SUB41,SUB42,SUB43,SUB50,SUB63]"
EID345,"[SUB8,SUB17,SUB28,SUB29,SUB49,SUB57,SUB59,SUB60]"
EID346,"[SUB9,SUB15,SUB17,SUB38,SUB52,SUB53,SUB56,SUB59,SUB60,SUB66]"
EID347,"[SUB17,SUB28,SUB49,SUB57,SUB59,SUB60]"
EID348,"[SUB15,SUB26,SUB33,SUB50,SUB57,SUB59,SUB60]"
EID349,"[SUB8,SUB15,SUB33,SUB38,SUB39,SUB44,SUB53,SUB59,SUB60]"
EID350,"[SUB3,SUB15,SUB17,SUB32,SUB52,SUB56,SUB57,SUB59,SUB60,SUB66]"
EID351,"[SUB14,SUB15,SUB38,SUB53,SUB59,SUB60]"
EID352,"[SUB8,SUB17,SUB57,SUB59,SUB60]"
EID353,"[SUB17,SUB22,SUB28,SUB59]"
EID354,"[SUB15,SUB28,SUB33,SUB38,SUB50,SUB53,SUB59,SUB60]"
EID355,"[SUB3,SUB17,SUB28,SUB44,SUB59,SUB60]"
EID356,"[SUB8,SUB17,SUB49,SUB59,SUB60,SUB62]"
EID357,"[SUB15,SUB26,SUB38,SUB39,SUB52,SUB59,SUB60,SUB66]"
EID358,"[SUB17,SUB26,SUB28,SUB33,SUB57,SUB59,SUB60]"
EID359,"[SUB4,SUB14,SUB16,SUB41,SUB57,SUB63]"
EID360,"[SUB8,SUB15,SUB28,SUB33,SUB38,SUB53,SUB59,SUB60]"
EID361,"[SUB9,SUB14,SUB17,SUB28,SUB40,SUB56,SUB59,SUB60]"
EID362,"[SUB8,SUB15,SUB33,SUB59,SUB60]"
EID363,"[SUB8,SUB15,SUB27,SUB33,SUB39,SUB42,SUB59,SUB60]"
EID364,"[SUB8,SUB15,SUB27,SUB28,SUB33,SUB38,SUB39,SUB52,SUB53,SUB54,SUB59,SUB60,SUB66]"
EID365,"[SUB17,SUB28,SUB38,SUB39,SUB44,SUB57,SUB59,SUB60]"
EID366,"[SUB3,SUB17,SUB28,SUB44,SUB56,SUB59]"
EID367,"[SUB14,SUB15,SUB16,SUB33,SUB38,SUB39,SUB49,SUB53,SUB59,SUB60,SUB62]"
EID368,"[SUB17,SUB28,SUB49,SUB59,SUB60]"
EID369,"[SUB8,SUB9,SUB15,SUB17,SUB33,SUB38,SUB39,SUB56,SUB59,SUB60]"
EID370,"[SUB4,SUB14,SUB28,SUB41,SUB43,SUB50,SUB63]"
EID371,"[SUB25,SUB29]"
EID372,"[SUB8,SUB9,SUB14,SUB15,SUB38,SUB52,SUB53,SUB56,SUB59,SUB60,SUB66]"
EID373,"[SUB2,SUB9,SUB15,SUB33,SUB40,SUB52,SUB59,SUB60,SUB66]"
EID374,"[SUB8,SUB15,SUB33,SUB38,SUB39,SUB53,SUB59,SUB60]"
EID375,"[SUB8,SUB17,SUB28,SUB49,SUB59,SUB62]"
EID376,"[SUB17,SUB27,SUB28,SUB33,SUB38,SUB53,SUB59,SUB67]"
EID377,"[SUB9,SUB14,SUB15,SUB33,SUB56,SUB59,SUB60]"
EID378,"[SUB8,SUB17,SUB44,SUB59,SUB60]"
EID379,"[SUB15,SUB17,SUB33,SUB59,SUB60]"
EID380,"[SUB14,SUB15,SUB16,SUB32,SUB33,SUB38,SUB59,SUB60]"
EID381,"[SUB15,SUB17,SUB27,SUB52,SUB59,SUB60,SUB65,SUB66]"
EID382,"[SUB9,SUB14,SUB15,SUB16,SUB28,SUB33,SUB56,SUB59,SUB60]"
EID383,"[SUB12,SUB14,SUB15,SUB17,SUB29,SUB38,SUB39,SUB49,SUB53,SUB55,SUB59,SUB60]"
EID384,"[SUB4,SUB14,SUB41,SUB50,SUB63]"
EID385,"[SUB8,SUB15,SUB33,SUB38,SUB39,SUB53,SUB59,SUB60]"
EID386,"[SUB9,SUB15,SUB17,SUB28,SUB44,SUB57,SUB59,SUB60]"
EID387,"[SUB8,SUB15,SUB38,SUB49,SUB50,SUB59,SUB60,SUB62]"
EID388,"[SUB15,SUB33,SUB38,SUB39,SUB59,SUB60]"
EID389,"[SUB8,SUB9,SUB14,SUB15,SUB49,SUB56,SUB59,SUB60]"
EID390,"[SUB14,SUB15,SUB28,SUB49,SUB50,SUB59,SUB60]"
EID391,"[SUB17,SUB28,SUB33,SUB50,SUB59,SUB60]"
EID392,"[SUB9,SUB15,SUB27,SUB42,SUB49,SUB52,SUB59,SUB60,SUB66]"
EID393,"[SUB8,SUB15,SUB28,SUB38,SUB39,SUB49,SUB59,SUB60]"
EID394,"[SUB6,SUB17,SUB33,SUB44,SUB56,SUB59,SUB60]"
EID395,"[SUB14,SUB17,SUB44,SUB59,SUB60]"
EID396,"[SUB15,SUB28,SUB38,SUB39,SUB50,SUB53,SUB59,SUB60]"
EID397,"[SUB4,SUB27,SUB41,SUB43,SUB50,SUB51,SUB63]"
EID398,"[SUB14,SUB15,SUB17,SUB28,SUB29,SUB33,SUB38,SUB39,SUB53,SUB55,SUB59,SUB60]"
EID399,"[SUB3,SUB15,SUB17,SUB26,SUB44,SUB52,SUB56,SUB59,SUB60,SUB66]"
EID400,"[SUB17,SUB28,SUB38,SUB59,SUB60]"
